Name,SOL_ID_BO_ID,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
Garhi Basic B.O,C2822,Panipat Khadi Ashram S.O,,,1.0,8.0,,,,,,,,
Garhi Birbal S.O,13205401,,,4.0,4.0,9.0,,8.0,,4.0,,,,
Garhi Jattan B.O,H9714,Indri S.O,,,2.0,,,4.0,,6.0,,,,
Garhwali B.O,M0894,Shamlo Kalan S.O,,,2.0,,,1.0,,,,,,
Gatauli B.O,M0893,Shamlo Kalan S.O,,,2.0,2.0,,1.0,,,,,,
Gharunda S.O,13211401,,6.0,,14.0,89.0,,56.0,5.0,51.0,,11.0,12.0,
Ghason Kalan B.O,G6874,Narwana S.O,,,1.0,2.0,,4.0,,4.0,,,,
Gheer B.O,M1022,S.S. Kunjpura S.O,,,3.0,,,3.0,,7.0,,,,
Ghogripur B.O,M1001,Madhuban S.O (Karnal),,,1.0,2.0,,3.0,,,,,,
Goela Kalan B.O,A5881,Panipat Khadi Ashram S.O,,,6.0,3.0,,,,,,,,
Gogrian B.O,M7005,Uchana S.O,,,1.0,,,1.0,,,,,,
Goli B.O,M0897,Salwan S.O,,,1.0,2.0,,1.0,,8.0,,,,
Gonder B.O,J6649,Nissing S.O,,,4.0,2.0,,7.0,,5.0,,,,
Gudha B.O,L8189,Gharunda S.O,,,2.0,,,,,4.0,,,,
Gulkani B.O,A1150,Jind H.O,,,3.0,,,3.0,,,,,,
Hadwa B.O,M1467,Pillukhera S.O,,,,,,,,1.0,,,,
Hamir Garh B.O,A7990,Narwana S.O,,,2.0,,,1.0,,,,,,
Hanori B.O,H9715,Indri S.O,,,1.0,6.0,,,,1.0,,,,
HARI SINGH PUNDRI,L8190,Gharunda S.O,,,1.0,1.0,,,,,,,,
Hathwala B.O,J1729,Julana S.O,,,4.0,,,4.0,,4.0,,,,
Hathwala S.O,13211501,,,,,2.0,,8.0,,26.0,,,,
Hatt B.O,F0121,Safidon S.O,,,3.0,,,3.0,,,,,,
Igrah B.O,A1151,Jind H.O,,,3.0,,,,,2.0,,,,
Ikkas B.O,F9946,Jind H.O,,,3.0,1.0,,2.0,,4.0,,,,
Indri S.O,13204101,,7.0,3.0,17.0,43.0,,48.0,1.0,70.0,,3.0,3.0,
Indri Town S.O,13204102,,1.0,,4.0,38.0,,11.0,1.0,81.0,,,1.0,
Intal Kalan B.O,D4823,Jind H.O,,,2.0,2.0,,1.0,,,,,,
Israna S.O,13210701,,4.0,,7.0,17.0,,15.0,,21.0,,4.0,4.0,
Jai Singh Pura B.O,H2343,Assandh S.O,,,1.0,2.0,,1.0,,3.0,,,,
Jajanwala B.O,M0958,Dhanoda Kalan S.O,,,2.0,8.0,,1.0,,1.0,,,,
Jajwan B.O,F1504,Jind H.O,,,1.0,,,,,,,,,
Jalalpur B.O,F6204,Panipat Khadi Ashram S.O,,,4.0,,,1.0,,5.0,,,,
Jalmana B.O,H2344,Assandh S.O,,,2.0,12.0,,2.0,,,,,,
Jamalpur B.O,L8191,Gharunda S.O,,,1.0,1.0,,2.0,,,,,,
Jamba B.O,M0919,Nigdhu S.O,,,1.0,6.0,,,,1.0,,,,
Jamni B.O,M1468,Pillukhera S.O,,,1.0,1.0,,,,3.0,,,,
Jani B.O,J7225,Jundla S.O,,,1.0,,,4.0,,,,,,
Jattal B.O,G1467,Panipat Thermal Project S.O,,,2.0,2.0,,2.0,,3.0,,,,
Jaurasi B.O,F8295,Samalkha S.O,,,1.0,1.0,,4.0,,2.0,,,,
Jhanjkalan B.O,F9947,Jind H.O,,,4.0,,,,,,,,,
Jheel B.O,G6875,Narwana S.O,,,3.0,,,3.0,,,,,,
Jind H.O,12610200,,28.0,1.0,57.0,71.0,,72.0,26.0,204.0,,19.0,60.0,
Jind Mini Sectt. S.O,12610201,,,1.0,1.0,8.0,,3.0,5.0,14.0,,2.0,,
Jind Palika Bazar S.O,12610202,,7.0,,2.0,58.0,,23.0,2.0,113.0,,6.0,31.0,
Jind Patiala Chowk S.O,12610203,,,3.0,3.0,57.0,,13.0,3.0,82.0,,2.0,8.0,
Jind Punjabi Bazar S.O,12610204,,1.0,2.0,5.0,155.0,,19.0,4.0,240.0,,4.0,11.0,
Jind Railway Station S.O,12610205,,4.0,,7.0,25.0,,14.0,3.0,46.0,,6.0,5.0,
Jind Rohtak Road S.O,12610206,,,3.0,11.0,50.0,,5.0,1.0,41.0,,1.0,6.0,
Johar Majra B.O,H9716,Indri S.O,,,,2.0,,8.0,,12.0,,,,
Jondhan Kalan B.O,M0986,Israna S.O,,,1.0,,,,,,,,,
Joshi B.O,M0946,Madlauda S.O,,,2.0,,,2.0,,,,,,
Julana S.O,12610101,,4.0,3.0,17.0,31.0,,33.0,1.0,53.0,,4.0,8.0,
Julani B.O,A1152,Jind H.O,,,1.0,1.0,,1.0,,2.0,,,,
Jundla Gate B.O,B1770,Karnal Partap Pura S.O,,,,1.0,,,,10.0,,,,
Jundla S.O,13203601,,3.0,2.0,9.0,27.0,,14.0,1.0,21.0,,,3.0,
Kabarchha B.O,M7006,Uchana S.O,,,4.0,,,2.0,,,,,,
Kabri B.O,M1449,Panipat Refinary S.O,,,6.0,3.0,,4.0,,12.0,,,,
Kachwa B.O,M1033,Taraori S.O,,,4.0,1.0,,6.0,,7.0,,,,
Kaimla B.O,L8192,Gharunda S.O,,,1.0,2.0,,,,4.0,,,,
Kakrod B.O,M7007,Uchana S.O,,,2.0,4.0,,2.0,,2.0,,,,
Kalkha B.O,E4726,Panipat Thermal Project S.O,,,1.0,2.0,,2.0,,6.0,,,,
Kalri Jagir B.O,M0971,Garhi Birbal S.O,,,2.0,6.0,,6.0,,15.0,,,,
Kalron B.O,L8193,Gharunda S.O,,,4.0,,,,,,,,,
Kalsora B.O,M0972,Garhi Birbal S.O,,,3.0,,,2.0,,6.0,,,,
Kalwa B.O,M1469,Pillukhera S.O,,,2.0,,,3.0,,3.0,,,,
Kalwan B.O,F8316,Narwana S.O,,,5.0,,,4.0,,,,,,
Kanral Industrial Area S.O,13200101,,5.0,6.0,3.0,16.0,,9.0,2.0,10.0,,,8.0,
Karad B.O,M0987,Israna S.O,,,1.0,1.0,,3.0,,,,,,
Karamgarh B.O,G6876,Narwana S.O,,,1.0,,,2.0,,2.0,,,,
Karhans B.O,E1515,Samalkha S.O,,,2.0,1.0,,3.0,,,,,,
Karkhana B.O,C5079,Safidon S.O,,,3.0,,,2.0,,7.0,,,,
Karna Lake B.O,M1034,Taraori S.O,,,,1.0,,1.0,,,,,,
Karnal GBS S.O,13200103,,,,1.0,14.0,,5.0,,13.0,,,2.0,
Karnal H.O,13200100,,59.0,7.0,44.0,207.0,,114.0,24.0,376.0,,23.0,88.0,
KARNAL KUTCHERY SO,13200105,,12.0,3.0,8.0,77.0,,13.0,9.0,65.0,,3.0,16.0,
Karnal Model Town S.O,13200106,,8.0,1.0,6.0,33.0,,3.0,8.0,33.0,,6.0,8.0,
Karnal NDRI S.O,13200107,,4.0,2.0,2.0,15.0,,4.0,5.0,18.0,,2.0,7.0,
Karnal New Prem Nagar S.O,13200108,,9.0,4.0,3.0,31.0,,11.0,2.0,40.0,,6.0,20.0,
Karnal Partap Pura S.O,13200109,,3.0,9.0,6.0,47.0,,15.0,6.0,49.0,,1.0,8.0,
Karnal Railway Road S.O,13200110,,8.0,6.0,3.0,23.0,,10.0,5.0,28.0,,,6.0,
Karnal Ram Nagar S.O,13200111,,9.0,,8.0,49.0,,40.0,9.0,162.0,,8.0,19.0,
Karnal Sadar Bazar S.O,13200112,,4.0,,10.0,64.0,,26.0,3.0,95.0,,4.0,17.0,
Karnal Sector 6 S.O,13200113,,8.0,2.0,3.0,70.0,,15.0,6.0,45.0,,3.0,22.0,
Karsa Chor B.O,H2345,Assandh S.O,,,,1.0,,,,3.0,,,,
Karsa Dod B.O,M0920,Nigdhu S.O,,,1.0,5.0,,,,,,,,
Karsaula B.O,J1730,Julana S.O,,,2.0,,,1.0,,,,,,
Karsindhu B.O,M7008,Uchana S.O,,,2.0,,,5.0,,6.0,,,,
Karsindu B.O,F0122,Safidon S.O,,,,,,3.0,,,,,,
Kasun B.O,M7009,Uchana S.O,,,1.0,,,1.0,,4.0,,,,
Katleri B.O,J7226,Jundla S.O,,,1.0,,,2.0,,5.0,,,,
Kendela B.O,M0906,Naguran S.O,,,,1.0,,,,,,,,
Kerela B.O,J1731,Julana S.O,,,2.0,3.0,,2.0,,4.0,,,,
Khanda B.O,M0916,Alewa S.O,,,3.0,,,2.0,,,,,,
Khanpur B.O,H9717,Indri S.O,,,1.0,,,3.0,,4.0,,,,
Kharakbhura B.O,M7010,Uchana S.O,,,1.0,,,2.0,,11.0,,,,
Kharakramji B.O,F1505,Jind H.O,,,6.0,,,2.0,,,,,,
Kharal B.O,C4884,Narwana S.O,,,2.0,3.0,,4.0,,2.0,,,,
Khatkar B.O,M7011,Uchana S.O,,,2.0,4.0,,2.0,,5.0,,,,
Khera B.O,H9718,Indri S.O,,,2.0,1.0,,3.0,,21.0,,,,
Kheri Bhutan B.O,H9719,Indri S.O,,,,2.0,,4.0,,5.0,,,,
Kheri Khermawati B.O,A8239,Safidon S.O,,,7.0,,,3.0,,2.0,,,,
Kheri Man Singh B.O,H9720,Indri S.O,,,2.0,2.0,,1.0,,6.0,,,,
Kheri Naroo B.O,J7227,Jundla S.O,,,1.0,,,3.0,,,,,,
Kheri Sarf Ali B.O,H2346,Assandh S.O,,,2.0,1.0,,1.0,,,,,,
Khirajpur B.O,L8258,Kunjpura S.O,,,,,,3.0,,,,,,
Khojkipur B.O,L8767,Atta S.O,,,1.0,,,2.0,,,,,,
Khora Kheri B.O,L8194,Gharunda S.O,,,4.0,1.0,,3.0,,5.0,,,,
Khrindwal B.O,F8317,Narwana S.O,,,4.0,,,1.0,,,,,,
Khunga Kothi B.O,M0964,Dharthrath S.O,,,1.0,4.0,,,,,,,,
Kila Zaffargarh B.O,J1732,Julana S.O,,,4.0,,,1.0,,1.0,,,,
Kinana B.O,M0895,Shamlo Kalan S.O,,,2.0,,,2.0,,2.0,,,,
Kiwana B.O,G6854,Samalkha S.O,,,2.0,,,4.0,,4.0,,,,
Kohand B.O,L8195,Gharunda S.O,,,4.0,5.0,,2.0,,2.0,,,,
Kuchrana Kalan B.O,M0907,Naguran S.O,,,2.0,,,1.0,,,,,,
Kunjpura S.O,13202201,,1.0,,6.0,21.0,,5.0,,19.0,,5.0,4.0,
Kurana B.O,M0988,Israna S.O,,,3.0,1.0,,4.0,,,,,,
Kurar B.O,A5882,Panipat Khadi Ashram S.O,,,3.0,5.0,,2.0,,5.0,,,,
Kurlan B.O,M0898,Salwan S.O,,,1.0,,,1.0,,1.0,,,,
Kuruk Jagir B.O,M1035,Taraori S.O,,,3.0,,,2.0,,,,,,
Kutail B.O,M1002,Madhuban S.O (Karnal),,,4.0,6.0,,5.0,,,,,,
Lajwan Kalan B.O,J1733,Julana S.O,,,1.0,1.0,,4.0,,,,,,
Lalupura B.O,L8196,Gharunda S.O,,,7.0,1.0,,1.0,,,,,,
Lodhar B.O,M0908,Naguran S.O,,,,,,1.0,,3.0,,,,
Lohari B.O,F3017,Panipat Thermal Project S.O,,,1.0,,,4.0,,3.0,,,,
Lowan B.O,G6877,Narwana S.O,,,5.0,1.0,,1.0,,,,,,
Ludana B.O,M1470,Pillukhera S.O,,,1.0,,,,,,,,,
Machhrauli B.O,G6855,Samalkha S.O,,,3.0,1.0,,4.0,,3.0,,,,
Madhuban PTC S.O,13203701,,,1.0,3.0,6.0,,3.0,2.0,1.0,,2.0,1.0,
Madhuban S.O (Karnal),13203702,,2.0,,4.0,15.0,,16.0,1.0,3.0,,,6.0,
Madlauda S.O,13211301,,2.0,1.0,14.0,14.0,,23.0,2.0,24.0,,2.0,2.0,
Mahoti B.O,J9600,Patti Kalyana S.O,,,1.0,5.0,,2.0,,2.0,,,,
Majra Rodan B.O,M0921,Nigdhu S.O,,,1.0,,,1.0,,,,,,
Makhand B.O,M7012,Uchana S.O,,,1.0,,,1.0,,,,,,
Malar B.O,F0123,Safidon S.O,,,1.0,,,2.0,,,,,,
Malikpur B.O,F8541,Safidon S.O,,,,,,1.0,,,,,,
Malwi B.O,J1734,Julana S.O,,,3.0,,,2.0,,,,,,
Manana B.O,C4870,Samalkha S.O,,,3.0,2.0,,3.0,,1.0,,,,
Mandi B.O,M0989,Israna S.O,,,2.0,1.0,,7.0,,22.0,,,,
Mandi Kalan B.O,M0909,Naguran S.O,,,1.0,2.0,,,,,,,,
Mangalpur B.O,M0959,Dhanoda Kalan S.O,,,3.0,3.0,,3.0,,5.0,,,,
Manjura B.O,J6650,Nissing S.O,,,5.0,,,,,,,,,
Manohar Pur B.O,E3162,Jind H.O,,,4.0,,,1.0,,2.0,,,,
Mardanheri B.O,H2347,Assandh S.O,,,1.0,4.0,,,,,,,,
Mehmal B.O,J6651,Nissing S.O,,,1.0,,,3.0,,6.0,,,,
Mehrara B.O,J1735,Julana S.O,,,2.0,1.0,,3.0,,3.0,,,,
Mini secretriat Narwana S.O,12611603,,,,1.0,8.0,,2.0,,,,,,
Mini sectt  sector 12 Kanral S.O,13200114,,,1.0,2.0,14.0,,,1.0,,,,,
Mini Sectt Panipat,13210311,,,,4.0,4.0,,7.0,3.0,,,,,
Mohammad Khera B.O,M0965,Dharthrath S.O,,,1.0,,,5.0,,,,,,
Mohangarh B.O,M7013,Uchana S.O,,,5.0,,,1.0,,,,,,
Mohidinpur B.O,M1003,Madhuban S.O (Karnal),,,3.0,2.0,,2.0,,,,,,
Morkhi B.O,M1471,Pillukhera S.O,,,,2.0,,2.0,,1.0,,,,
Mowana B.O,A8240,Safidon S.O,,,4.0,2.0,,2.0,,,,,,
MUNAK,13204002,,,,7.0,10.0,,11.0,,4.0,,,,
Muradhgarh B.O,H9721,Indri S.O,,,1.0,,,4.0,,4.0,,,,
Nagla Megha B.O,M1004,Madhuban S.O (Karnal),,,10.0,,,2.0,,,,,,
Nagla Roran B.O,H9722,Indri S.O,,,5.0,7.0,,3.0,,,,,,
Naguran S.O,12612501,,2.0,4.0,8.0,6.0,,12.0,1.0,13.0,,3.0,1.0,
Nalipar B.O,L8259,Kunjpura S.O,,,6.0,,,2.0,,,,,,
Namunda B.O,E9900,Samalkha S.O,,,2.0,,,1.0,,1.0,,,,
Nandgarh B.O,J1736,Julana S.O,,,1.0,,,,,,,,,
Nangal B.O,M0973,Garhi Birbal S.O,,,1.0,1.0,,,,,,,,
Nanhera B.O,A5883,Panipat Khadi Ashram S.O,,,2.0,8.0,,2.0,,4.0,,,,
Nara B.O,M0947,Madlauda S.O,,,1.0,,,1.0,,,,,,
Naraina B.O,B6409,Samalkha S.O,,,2.0,3.0,,1.0,,2.0,,,,
Nariana B.O,M1036,Taraori S.O,,,1.0,,,,,1.0,,,,
Narwana City S.O,12611601,,1.0,5.0,5.0,85.0,,37.0,2.0,119.0,,2.0,24.0,
Narwana S.O,12611602,,8.0,4.0,26.0,97.0,,57.0,16.0,318.0,,9.0,40.0,
Neoltha S.O,13214501,,2.0,2.0,2.0,35.0,,14.0,,38.0,,,,
Nidana B.O,M0896,Shamlo Kalan S.O,,,4.0,2.0,,2.0,,1.0,,,,
Nidani B.O,D4824,Jind H.O,,,2.0,,,1.0,,,,,,
Nigdhu S.O,13215701,,,1.0,10.0,44.0,,13.0,2.0,4.0,,1.0,3.0,
Nilokheri S.O,13211702,,2.0,2.0,17.0,87.0,,37.0,7.0,158.0,,10.0,20.0,
Nimnabad B.O,C5080,Safidon S.O,,,3.0,,,,,,,,,
Nirjan B.O,E3163,Jind H.O,,,3.0,1.0,,3.0,,,,,,
Nissing S.O,13202401,,3.0,4.0,9.0,24.0,,11.0,,11.0,,2.0,3.0,
Noorwala B.O,D9416,Panipat Khadi Ashram S.O,,,12.0,3.0,,9.0,,8.0,,,,
Padha B.O,J7228,Jundla S.O,,,4.0,7.0,,4.0,,9.0,,,,
Padhana B.O,M1037,Taraori S.O,,,,1.0,,3.0,,,,,,
Paju Kalan B.O,F8542,Safidon S.O,,,1.0,,,,,,,,,
Palri B.O,M1031,Neoltha S.O,,,2.0,1.0,,,,,,,,
Panipat Beas Project S.O,13210801,,,1.0,4.0,6.0,,10.0,,16.0,,1.0,,
Panipat City S.O,13210302,,7.0,1.0,5.0,22.0,,26.0,4.0,98.0,,8.0,12.0,
Panipat GT Road S.O,13210303,,5.0,,15.0,15.0,,21.0,10.0,58.0,,,6.0,
Panipat H.O,13210300,,35.0,1.0,48.0,90.0,,71.0,10.0,378.0,,44.0,68.0,
Panipat Kathery (U) B.O,D9417,Panipat Khadi Ashram S.O,,,,11.0,,1.0,,9.0,,,,
Panipat Khadi Ashram S.O,13210401,,1.0,,4.0,10.0,,9.0,2.0,2.0,,,1.0,
Panipat Kishanpura S.O,13210304,,,2.0,10.0,20.0,,15.0,1.0,78.0,,9.0,5.0,
Panipat Kranti Nagar S.O,13210305,,3.0,1.0,2.0,34.0,,20.0,2.0,110.0,,2.0,18.0,
Panipat Model Town S.O,13210307,,9.0,1.0,3.0,6.0,,15.0,13.0,61.0,,4.0,21.0,
Panipat N.S.M. S.O,13210308,,9.0,,17.0,27.0,,24.0,3.0,90.0,,4.0,25.0,
Panipat NFL S.O,13210601,,7.0,,6.0,8.0,,4.0,2.0,33.0,,,2.0,
Panipat Patel Nagar S.O,13210309,,6.0,,3.0,31.0,,22.0,2.0,168.0,,9.0,6.0,
Panipat Refinary S.O,13214001,,1.0,3.0,3.0,2.0,,3.0,,0.0,,,,
Panipat Thermal Project S.O,13210501,,2.0,4.0,4.0,12.0,,11.0,3.0,34.0,,2.0,5.0,
Pardhana B.O,M0990,Israna S.O,,,2.0,1.0,,,,,,,,
Pasina Kalan BO B.O,M1027,Panipat Beas Project S.O,,,1.0,,,3.0,,6.0,,,,
Pathera B.O,H9723,Indri S.O,,,1.0,2.0,,5.0,,2.0,,,,
Patti Kalyana S.O,13210201,,2.0,,1.0,32.0,,12.0,,30.0,,1.0,,
Pauli B.O,J1737,Julana S.O,,,3.0,3.0,,1.0,,18.0,,,,
Pegan B.O,M0917,Alewa S.O,,,2.0,1.0,,3.0,,10.0,,,,
Peont B.O,J7229,Jundla S.O,,,3.0,,,2.0,,1.0,,,,
Phaphrana B.O,M0900,Salwan S.O,,,,,,1.0,,4.0,,,,
Pharain Kalan B.O,B6437,Narwana S.O,,,1.0,,,2.0,,2.0,,,,
Phoosgarh B.O,M1005,Madhuban S.O (Karnal),,,,,,7.0,,,,,,
Phullian Kalan B.O,E1532,Narwana S.O,,,1.0,6.0,,3.0,,10.0,,,,
Phurlak B.O,L8197,Gharunda S.O,,,1.0,1.0,,,,5.0,,,,
Picholia B.O,J7230,Jundla S.O,,,3.0,,,3.0,,,,,,
Pillukhera S.O,12611301,,,,10.0,20.0,,8.0,,27.0,,4.0,3.0,
Pindara B.O,B8055,Jind H.O,,,2.0,2.0,,2.0,,3.0,,,,
Pipaltha B.O,A7991,Narwana S.O,,,3.0,,,2.0,,,,,,
Popran B.O,H2348,Assandh S.O,,,1.0,1.0,,2.0,,7.0,,,,
PPT Camp No. 2 B.O,C2823,Panipat Khadi Ashram S.O,,,,17.0,,,,,,,,
Puther B.O,M0991,Israna S.O,,,2.0,2.0,,3.0,,,,,,
Qawi B.O,M0948,Madlauda S.O,,,1.0,1.0,,1.0,,,,,,
Radhana B.O,F9948,Jind H.O,,,1.0,2.0,,2.0,,3.0,,,,
Rahra B.O,H2349,Assandh S.O,,,3.0,,,2.0,,2.0,,,,
Raipur Jattan B.O,L8198,Gharunda S.O,,,1.0,4.0,,,,1.0,,,,
Rair Kalan B.O,M1450,Panipat Refinary S.O,,,3.0,,,3.0,,,,,,
Raison B.O,M0922,Nigdhu S.O,,,1.0,3.0,,5.0,,,,,,
Rajgarh Gurthali B.O,C4885,Narwana S.O,,,,2.0,,,,,,,,
Rajkheri B.O,D9418,Panipat Khadi Ashram S.O,,,1.0,,,2.0,,,,,,
Ram Nagar B.O,E1733,Safidon S.O,,,2.0,2.0,,3.0,,8.0,,,,
Ram Rai B.O,E3164,Jind H.O,,,5.0,,,3.0,,3.0,,,,
Ramana Ramani B.O,M1038,Taraori S.O,,,1.0,2.0,,,,,,,,
Ramba B.O,M1039,Taraori S.O,,,1.0,,,1.0,,,,,,
Ranwar B.O,M1006,Madhuban S.O (Karnal),,,2.0,,,1.0,,2.0,,,,
Rasidan B.O,A7992,Narwana S.O,,,2.0,,,1.0,,,,,,
RASULPUR KHURD B.O,AL089,Madhuban S.O (Karnal),,,,1.0,,,,,,,,
Refinery Township Panipat SO,13214002,,1.0,,1.0,2.0,,7.0,,4.0,,,4.0,
Risalu B.O,D9419,Panipat Khadi Ashram S.O,,,3.0,1.0,,1.0,,,,,,
Ritauli B.O,M0966,Dharthrath S.O,,,,,,,,2.0,,,,
Rohar B.O,C5081,Safidon S.O,,,5.0,1.0,,2.0,,6.0,,,,
Rojhla B.O,A8241,Safidon S.O,,,2.0,,,,,6.0,,,,
Roop Garh B.O,B8056,Jind H.O,,,1.0,,,3.0,,2.0,,,,
S.P. Khalsa B.O,L8199,Gharunda S.O,,,,2.0,,,,1.0,,,,
S.P. Sohana B.O,M1007,Madhuban S.O (Karnal),,,1.0,1.0,,1.0,,14.0,,,,
S.S. Kunjpura S.O,13202301,,,,2.0,3.0,,1.0,,6.0,,,1.0,
Sachha Khera B.O,M0960,Dhanoda Kalan S.O,,,1.0,,,1.0,,,,,,
Safidon City S.O,12611201,,2.0,,13.0,117.0,,39.0,8.0,150.0,,2.0,3.0,
Safidon S.O,12611202,,2.0,1.0,17.0,23.0,,15.0,3.0,76.0,,2.0,18.0,
Sagga B.O,M1040,Taraori S.O,,,,4.0,,2.0,,2.0,,,,
Sainthali B.O,M0961,Dhanoda Kalan S.O,,,1.0,,,2.0,,,,,,
Salwan S.O,13204601,,,,8.0,5.0,,16.0,,12.0,,,,
Samalkha S.O,13210101,,10.0,2.0,18.0,42.0,,35.0,9.0,68.0,,3.0,21.0,
Samana Bahu B.O,J2767,Nilokheri S.O,,,5.0,,,1.0,,2.0,,,,
Samlbhi B.O,M0923,Nigdhu S.O,,,2.0,,,,,5.0,,,,
Sanauli Khurd B.O,C2824,Panipat Khadi Ashram S.O,,,,,,,,15.0,,,,
Sandhir B.O,J2768,Nilokheri S.O,,,2.0,,,3.0,,16.0,,,,
Sandil B.O,M0910,Naguran S.O,,,,,,1.0,,1.0,,,,
Sanghowa B.O,H9724,Indri S.O,,,5.0,1.0,,3.0,,,,,,
Sanwat B.O,M0924,Nigdhu S.O,,,1.0,,,,,,,,,
Sector 4 Karnal S.O,13200115,,,6.0,2.0,7.0,,8.0,3.0,21.0,,1.0,1.0,
Sector 8 Karnal S.O,13200116,,2.0,,4.0,26.0,,13.0,8.0,80.0,,4.0,2.0,
Seenk B.O,M0992,Israna S.O,,,2.0,,,2.0,,2.0,,,,
Shahpur B.O,M0993,Israna S.O,,,2.0,,,4.0,,6.0,,,,
Shahpur B.O,M0911,Naguran S.O,,,8.0,1.0,,,,6.0,,,,
Shamgarh B.O,M1042,Taraori S.O,,,1.0,,,3.0,,6.0,,,,
Shamlo Kalan S.O,12611401,,,3.0,2.0,6.0,,5.0,,11.0,,1.0,,
Shera B.O,M0949,Madlauda S.O,,,2.0,,,2.0,,1.0,,,,
Shodapur B.O,F3018,Panipat Thermal Project S.O,,,4.0,1.0,,12.0,,6.0,,,,
Sidhpur B.O,J2769,Nilokheri S.O,,,1.0,3.0,,3.0,,,,,,
Sikri B.O,J2770,Nilokheri S.O,,,1.0,1.0,,1.0,,36.0,,,,
Silakheri B.O,E1734,Safidon S.O,,,3.0,1.0,,3.0,,,,,,
Sindhwi Kheri B.O,A9642,Jind H.O,,,1.0,,,,,,,,,
Singhana B.O,F0124,Safidon S.O,,,3.0,1.0,,,,1.0,,,,
Singhra B.O,J6652,Nissing S.O,,,1.0,1.0,,,,,,,,
Singhwal B.O,D3216,Narwana S.O,,,3.0,1.0,,1.0,,14.0,,,,
Sinsar B.O,G6878,Narwana S.O,,,4.0,,,1.0,,,,,,
Sirsi B.O,J6653,Nissing S.O,,,,4.0,,2.0,,2.0,,,,
Sitamai B.O,M0925,Nigdhu S.O,,,,2.0,,,,,,,,
Siwaha B.O,M1028,Panipat Beas Project S.O,,,2.0,2.0,,1.0,,3.0,,,,
Siwaha B.O,M1472,Pillukhera S.O,,,1.0,1.0,,2.0,,,,,,
Siwan Mal B.O,C5082,Safidon S.O,,,1.0,,,2.0,,,,,,
Staundi B.O,L8200,Gharunda S.O,,,1.0,1.0,,1.0,,5.0,,,,
Subri B.O,M1023,S.S. Kunjpura S.O,,,1.0,,,,,,,,,
Sudkain Kalan B.O,M7014,Uchana S.O,,,1.0,1.0,,2.0,,,,,,
Sudkain Khurd B.O,F8318,Narwana S.O,,,7.0,2.0,,1.0,,1.0,,,,
Sulhera B.O,E1533,Narwana S.O,,,2.0,,,,,,,,,
Sultanpur B.O,M1044,Taraori S.O,,,3.0,14.0,,3.0,,,,,,
Sutana B.O,B1214,Panipat Thermal Project S.O,,,1.0,6.0,,1.0,,,,,,
Taraori S.O,13211601,,2.0,,5.0,59.0,,23.0,1.0,36.0,,8.0,7.0,
Taroari Mandi S.O,13211602,,,,5.0,15.0,,9.0,,4.0,,1.0,2.0,
Thal B.O,H2350,Assandh S.O,,,1.0,2.0,,,,,,,,
Thari B.O,M0901,Salwan S.O,,,2.0,2.0,,,,,,,,
Thua B.O,M0912,Naguran S.O,,,5.0,,,,,,,,,
Tikri B.O,M1024,S.S. Kunjpura S.O,,,3.0,1.0,,,,,,,,
Uchana B.O,M1045,Taraori S.O,,,7.0,9.0,,1.0,,10.0,,,,
Uchana Khrud B.O,M7015,Uchana S.O,,,2.0,,,1.0,,,,,,
Uchana S.O,12611501,,5.0,1.0,24.0,8.0,,23.0,4.0,42.0,,4.0,4.0,
Udana B.O,J2771,Nilokheri S.O,,,2.0,1.0,,2.0,,,,,,
Ugra Kheri B.O,C2825,Panipat Khadi Ashram S.O,,,7.0,1.0,,1.0,,8.0,,,,
Ujhana B.O,E1534,Narwana S.O,,,4.0,1.0,,5.0,,5.0,,,,
Uncha Samana B.O,M1008,Madhuban S.O (Karnal),,,4.0,,,7.0,,1.0,,,,
Untla B.O,C7905,Panipat Thermal Project S.O,,,4.0,2.0,,1.0,,9.0,,,,
Uplana B.O,H2351,Assandh S.O,,,5.0,2.0,,5.0,,,,,,
Urlana Kalan B.O,M0994,Israna S.O,,,1.0,1.0,,,,2.0,,,,
Waisor B.O,M0950,Madlauda S.O,,,1.0,,,2.0,,,,,,
Agondh B.O,M6992,Guhla S.O,,,1.0,,,1.0,,,,,,
Ahun B.O,I3621,Kaul S.O,,,,,,3.0,,1.0,,,,
Ajrana Kalan B.O,D2685,Jhansa S.O,,,1.0,1.0,,,,,,,,
Ajrawar B.O,L5289,Thol S.O,,,,,,1.0,,,,,,
Amin S.O,13603801,,2.0,1.0,6.0,5.0,,9.0,,4.0,,1.0,,
Babain S.O,13615601,,2.0,,9.0,15.0,,17.0,1.0,42.0,,,2.0,
Badsikri Kalan B.O,L6311,Kalayat S.O,,,3.0,,,3.0,,,,,,
Badsui B.O,J3506,Chika S.O,,,3.0,,,3.0,,,,,,
Bagthala B.O,I5225,Kurukshetra University S.O,,,,2.0,,1.0,,,,,,
Bakal B.O,H9070,Pai S.O,,,2.0,,,1.0,,1.0,,,,
Bakali B.O,H1134,Ladwa S.O,,,1.0,2.0,,3.0,,41.0,,,,
Bakhli B.O,B1172,Pehowa S.O,,,1.0,,,3.0,,2.0,,,,
Balu B.O,L6312,Kalayat S.O,,,8.0,9.0,,2.0,,6.0,,,,
